;;;;;;;;;;;;;;;;;
;TIPO;ANO;LEI / NORMA;OBJETIVO;TEMA;"Aplic†vel Ö 
IP CREDENCIADOR";"Aplic†vel Ö 
IP EME";"Aplic†vel Ö 
IF SCD";"Aplic†vel Ö 
TAG";Aplic†vel Ö pelo menos uma das 4;OBSERVAÄ«O;BASE LEGAL;VIGOR;;;;
;Comunicado BCB;jul/20;Circular 4.038/20;Altera dispositivos de regulamentaá‰es vigentes do Banco Central em raz∆o da implantaá∆o do Sistema de Pagamentos InstantÉneos (SPI) e revoga a Carta Circular nß 3.514/2011.;SPI;Sim;Sim;N∆o*;N∆o;Sim;"Altera dispositivos das regras abaixo, em raz∆o da implantaá∆o do Sistema de Pagamentos InstantÉneos (SPI):
ˇ
- Regulamento Anexo Ö Circular nß 3.057/2001: regulamento que disciplina o funcionamento dos sistemas operados pelas cÉmaras e pelos prestadores de serviáos de compensaá∆o e de liquidaá∆o que integram o sistema de pagamentos
ˇ
- Regulamento do Sistema de Transferància de Reservas (STR), anexo Ö Circular nß 3.100/2002
ˇ
- Circular nß 3.438/2009: Regulamenta a conta Reservas Banc†rias e a Conta de Liquidaá∆o no Banco Central do Brasil
ˇ
- Circular nß 3.489/2010: Regulamenta o aplicativo para acesso ao Sistema de Transferància de Reservas (STR) por meio da rede mundial de computadores (internet)
ˇ
- Circular nß 3.704/2014: Disp‰e sobre as movimentaá‰es financeiras relativas Ö manutená∆o de recursos em espÇcie correspondentes ao valor de moedas eletrìnicas mantidas em contas de pagamento e a participaá∆o das instituiá‰es de pagamento no Sistema de Transferància de Reservas (STR).
ˇ
- Circular nß 3.917/2018: Define e consolida as regras do recolhimento compuls¢rio sobre recursos Ö vista.
ˇ
Revoga a Carta Circular nß 3.514/2011 que divulga procedimentos e hor†rios a serem observados, em dias especiais, no Émbito do STR.

*Aplic†vel caso a SCD administre conta de pagamento.";"A Diretoria Colegiada do Banco Central do Brasil, em sess∆o realizada em 28 de
julho de 2020, com base no disposto nos arts. 10, incisos III e IV, da Lei nß 4.595, de 31 de
dezembro de 1964, 10 da Lei nß 10.214, de 27 de maráo de 2001, 14 e 15 da Lei nß 12.865, de 9
de outubro de 2013, e nos arts. 9ß, 10, inciso I, e 11 da Resoluá∆o nß 2.882, de 30 de agosto de
2001,";03/11/2020;;;;
;Comunicado BCB;jul/20;Comunicado 35.983/20;Divulga condiá‰es para a realizaá∆o de operaá‰es compromissadas com instituiá‰es financeiras participantes do m¢dulo Oferta P£blica (Ofpub).;Operaá‰es Compromissadas;N∆o;N∆o;N∆o;N∆o;N∆o;-;-;28/07/2020;;;;
;Comunicado BCB;jul/20;Comunicado 35.984/20;"Divulga a Taxa B†sica Financeira (TBF), o Redutor ""R"" e a Taxa Referencial (TR) relativos a 28 de julho de 2020.";Taxa B†sica Financeira;N∆o;N∆o;N∆o;N∆o;N∆o;"Comunica que a Taxa B†sica Financeira (TBF), o Redutor ""R"" e a Taxa Referencial (TR) relativos ao per°odo de 28.7.2020 a 28.8.2020 s∆o, respectivamente: 0,1676% (mil, seiscentos e setenta e seis dÇcimos de milÇsimo por cento), 1,0054 (um inteiro e cinquenta e quatro dÇcimos de milÇsimo) e 0,0000% (zero por cento).";-;29/07/2020;;;;
;Comunicado BCB;jul/20;Comunicado 35.985/20;Atualiza o Resumo de Instruá‰es para o benefici†rio do Programa de Garantia da Atividade Agropecu†ria(Proagro).;CrÇdito Rural;N∆o;N∆o;N∆o;N∆o;N∆o;Divulga atualizaá∆o do resumo de instruá‰es para o benefici†rio do Programa de Garantia da Atividade Agropecu†ria (Proagro), disponibilizado na †rea ?CrÇdito Rural?, para fins de adequaá∆o Ös normas pertinentes ao lanáamento do Plano Agr°cola e Pecu†rio 2020/2021.;-;29/07/2020;;;;
;Comunicado BCB;jul/20;Carta Circular 4.075/20;Revoga a Carta Circular nß 3.197/2005.;"CCS
(Cadastro de Clientes do Sistema Financeiro Nacional)";N∆o;Sim;N∆o*;N∆o;Sim;"Revoga a Carta Circular nß 3.197/2005, que fixava parÉmetros tÇcnicos necess†rios ao fornecimento de dados e ao atendimento de requisiá∆o de detalhamento de informaá‰es no Émbito do Cadastro de Clientes do Sistema Financeiro Nacional ? CCS, quais sejam:
hor†rio para envio de (i)ˇArquivo de atualizaá∆o di†ria; e (ii) arquivo de atendimento Ös requisiá‰es de detalhamento.

SCD: aplic†vel Ös SCDs que administra conta de pagamento.";"Os Chefes do Departamento de Tecnologia da Informaá∆o (Deinf) e do
Departamento de Atendimento Institucional (Deati), no uso das atribuiá‰es conferidas pelos art.
23, inciso I, al°nea ?a?, art. 63, inciso V, e art. 120, inciso VII, todos do Regimento Interno do Banco
Central, anexo Ö Portaria nß 84.287, de 27 de fevereiro de 2015,";29/07/2020;;;;
;Comunicado BCB;jul/20;Carta Circular 4.076/20;Altera o Documento 6 (Demonstrativo das Exigibilidades e das Aplicaá‰es de CrÇdito Rural) do Manual de CrÇdito Rural (MCR).;CrÇdito Rural;N∆o;N∆o;N∆o;N∆o;N∆o;-;"O Chefe do Departamento de Regulaá∆o, Supervis∆o e Controle das Operaá‰es do
CrÇdito Rural e do Proagro (Derop), no uso das atribuiá‰es que lhe conferem o art. 99, inciso II,
al°nea ?a?, do Regimento Interno do Banco Central do Brasil, anexo Ö Portaria nß 84.287, de 27
de fevereiro de 2015, e o art. 4ß da Circular nß 3.801, de 7 de julho de 2016, e tendo em vista as
disposiá‰es do item 13 da Seá∆o 1 (Disposiá‰es Gerais) do Cap°tulo 6 (Recursos) do Manual de
CrÇdito Rural (MCR),";29/07/2020;;;;
;Comunicado BCB;jul/20;Comunicado 35.987/20;"Divulga a Taxa B†sica Financeira (TBF), o Redutor ""R"" e a Taxa Referencial (TR) relativos a 29 de julho de 2020.";Taxa B†sica Financeira;N∆o;N∆o;N∆o;N∆o;N∆o;"Comunica a Taxa B†sica Financeira (TBF), o Redutor ""R"" e a Taxa Referencial (TR) relativos ao per°odo de 29.7.2020 a 29.8.2020 s∆o, respectivamente: 0,1660% (mil, seiscentos e sessenta dÇcimos de milÇsimo por cento), 1,0054 (um inteiro e cinquenta e quatro dÇcimos de milÇsimo) e 0,0000% (zero por cento).";-;30/07/2020;;;;
;Comunicado BCB;jul/20;Comunicado 35.990/20;Divulga condiá‰es para a realizaá∆o de operaá‰es compromissadas com instituiá‰es financeiras participantes do m¢dulo Oferta P£blica (Ofpub).;Operaá‰es Compromissadas;N∆o;N∆o;N∆o;N∆o;N∆o;-;-;30/07/2020;;;;
;Resoluá∆o CMN;jul/20;Resoluá∆o 4.839/20;"Altera o preáo de referància para as operaá‰es de Financiamento Especial para Estocagem de Produtos Agropecu†rios (FEE) de algod∆o em pluma; reduz a taxa de juros dos crÇditos de custeio e investimento ao amparo do Programa Nacional de Fortalecimento da Agricultura Familiar (Pronaf) para os agricultores cujas atividades foram prejudicadas pelo ""Ciclone Bomba"" de 2020; e eleva os limites de financiamento ao amparo da Linha CrÇdito de Industrializaá∆o para Agroind£stria Familiar (Pronaf Industrializaá∆o de Agroind£stria Familiar).";CrÇdito Rural;N∆o;N∆o;N∆o;N∆o;N∆o;-;O Banco Central do Brasil, na forma do art. 9ß da Lei nß 4.595, de 31 de dezembro de 1964, torna p£blico que o Conselho Monet†rio Nacional, em sess∆o realizada em 30 de julho de 2020, tendo em vista as disposiá‰es do art. 4ß, inciso VI, da Lei nß 4.595, de 1964, dos arts. 4ß e 14 da Lei nß 4.829, de 5 de novembro de 1965, e do art. 49 da Lei nß 8.171, de 17 de janeiro de 1991, e ı 3ß do art. 3ß da Lei nß 11.326, de 24 de julho de 2006,;30/07/2020;;;;
;Resoluá∆o CMN;jul/20;Resoluá∆o 4.840/20;Altera o prazo de vencimento das parcelas de operaá‰es de crÇdito rural de mutu†rios cujas atividades foram prejudicadas pelas medidas de distanciamento social ligadas Ö pandemia de Covid-19 e altera o prazo relativo Ö decretaá∆o de situaá∆o de emergància ou estado de calamidade p£blica em munic°pios afetados por seca ou estiagem para fins da renegociaá∆o de operaá‰es de crÇdito rural de que trata a Seá∆o 23.;CrÇdito Rural;N∆o;N∆o;N∆o;N∆o;N∆o;-;O Banco Central do Brasil, na forma do art. 9ß da Lei nß 4.595, de 31 de dezembro de 1964, torna p£blico que o Conselho Monet†rio Nacional, em sess∆o realizada em 30 de julho de 2020, tendo em vista as disposiá‰es dos arts. 4ß, inciso VI, da Lei nß 4.595, de 1964, 4ß, 14 e 21 da Lei nß 4.829, de 5 de novembro de 1965, e 5ß da Lei nß 10.186, de 12 de fevereiro de 2001,;30/07/2020;;;;
;Resoluá∆o CMN;jul/20;Resoluá∆o 4.841/20;Altera a Resoluá∆o nß 3.854/10, que disp‰e sobre a declaraá∆o de bens e valores possu°dos no exterior por pessoas f°sicas ou jur°dicas residentes, domiciliadas ou com sede no Pa°s.;Capitais Brasileiros no Exterior (CBE);N∆o*;N∆o*;N∆o*;N∆o;N∆o;*Aplic†vel caso as entidades possuam bens e valores fora do territ¢rio nacional em montante superior a US$100.000,00 ou seu equivalente em outras moedas.;O Banco Central do Brasil, na forma do art. 9ß da Lei nß 4.595, de 31 de dezembro de 1964, torna p£blico que o Conselho Monet†rio Nacional, em sess∆o realizada em 30 de julho de 2020, com base no art. 1ß do Decreto-Lei nß 1.060, de 21 de outubro de 1969, e tendo em vista a Medida Provis¢ria nß 2.224, de 4 de setembro de 2001, e o ı 1ß do art. 201 do Decreto-Lei nß 5.844, de 23 de setembro de 1943,;01/09/2020;;;;
;Resoluá∆o CMN;jul/20;Resoluá∆o 4.842/20;Consolida os critÇrios gerais para mensuraá∆o e reconhecimento de ativos e passivos fiscais, correntes e diferidos, pelas instituiá‰es financeiras e demais instituiá‰es autorizadas a funcionar pelo Banco Central do Brasil.;Contabilidade;N∆o;N∆o;Validaá∆o Contabilidade;N∆o;N∆o;Enviado no Alerta Regulat¢rio - 20 a 31 de julho.;O Banco Central do Brasil, na forma do art. 9ß da Lei nß 4.595, de 31 de dezembro de 1964, torna p£blico que o Conselho Monet†rio Nacional, em sess∆o realizada em 30 de julho de 2020, com base nos arts. 4ß, incisos VIII e XII, e 31 da referida Lei, e no art. 61 da Lei nß 11.941, de 27 de maio de 2009, e tendo em vista o disposto no Decreto nß 10.139, de 28 de novembro de 2019,;30/07/2020;;;;
;Resoluá∆o CMN;jul/20;Resoluá∆o 4.843/20;Prorroga as medidas de car†ter emergencial introduzidas pela Resoluá∆o nß 4.810/2020, aplic†veis aos procedimentos relativos Ö concess∆o, ao controle e Ö fiscalizaá∆o das operaá‰es de crÇdito rural, em decorrància das medidas de distanciamento social adotadas para mitigar os impactos da pandemia provocada pela Covid-19.;CrÇdito Rural;N∆o;N∆o;N∆o;N∆o;N∆o;-;O Banco Central do Brasil, na forma do art. 9ß da Lei nß 4.595, de 31 de dezembro de 1964, torna p£blico que o Conselho Monet†rio Nacional, em sess∆o realizada em 30 de julho de 2020, tendo em vista as disposiá‰es do art. 4ß, inciso VI, da Lei nß 4.595, de 1964, dos arts. 4ß, 5ß, 10, inciso III, e 14 da Lei nß 4.829, de 5 de novembro de 1965, e do art. 50, inciso II, da Lei nß 8.171, de 17 de janeiro de 1991,;30/07/2020;;;;
;Resoluá∆o CMN;jul/20;Resoluá∆o 4.844/20;Altera a Resoluá∆o nß 3.568/2008, que disp‰e sobre o mercado de cÉmbio, em relaá∆o Ö prestaá∆o de informaá∆o sobre as movimentaá‰es em contas de dep¢sito em reais de pessoas f°sicas ou jur°dicas residentes, domiciliadas ou com sede no exterior.;Conta de Dep¢sito;N∆o;N∆o;N∆o;N∆o;N∆o;"Altera a Resoluá∆o nß 3.568/2008, que passa a vigorar com as seguintes alteraá‰es:
?Art. 26.ˇ A movimentaá∆o ocorrida em conta de dep¢sito de pessoas f°sicas ou jur°dicas residentes, domiciliadas ou com sede no exterior, de valor igual ou superior a R$100.000,00 (cem mil reais), deve ser registrada no Sisbacen, na forma estabelecida pelo Banco Central do Brasil.
Par†grafo £nico.ˇ O Banco Central do Brasil poder† estabelecer situaá‰es nas quais ser† requerida a prestaá∆o de informaá‰es sobre movimentaá‰es de valores abaixo do limite estabelecido no caput.? (NR)";O Banco Central do Brasil, na forma do art. 9ß da Lei nß 4.595, de 31 de dezembro de 1964, torna p£blico que o Conselho Monet†rio Nacional, em sess∆o realizada em 30 de julho de 2020, com base nas disposiá‰es do art. 4ß, incisos V e XXXI, da referida Lei e tendo em vista o Decreto nß 42.820, de 16 de dezembro de 1957,;01/09/2020;;;;
;Comunicado BCB;jul/20;Comunicado 35.991/20;"Divulga a taxa de juros ""Jm"" e o fator de ajuste ""a2"" vigentes em agosto de 2020.";Taxa de Juros;N∆o;N∆o;N∆o;N∆o;N∆o;"Divulga a taxa de juros ""Jm"" e o fator de ajuste ""a2"", componentes da Taxa de Longo Prazo (TLP), institu°da pela Lei nß 13.483, de 21 de setembro de 2017:
ˇ
a) taxa de juros ""Jm"" vigente em agosto de 2020: 2,40% a.a. (dois inteiros e quarenta centÇsimos por cento ao ano); e
ˇ
b) fator de ajuste ""a2"", vigente em 2020: 0,74 (setenta e quatro centÇsimos).";-;31/07/2020;;;;
;Comunicado BCB;jul/20;Comunicado 35.992/20;Divulga os componentes prefixados da Taxa de Juros dos Fundos Constitucionais (TFC);Taxa de Juros;N∆o;N∆o;N∆o;N∆o;N∆o;-;-;31/07/2020;;;;
;Comunicado BCB;jul/20;Comunicado 35.993/20;"Divulga a Taxa B†sica Financeira (TBF), o Redutor ""R"" e a Taxa Referencial (TR) relativos a 30 de julho de 2020.";Taxa B†sica Financeira;N∆o;N∆o;N∆o;N∆o;N∆o;"Comunica que a Taxa B†sica Financeira (TBF), o Redutor ""R"" e a Taxa Referencial (TR) relativos ao per°odo de 30.7.2020 a 30.8.2020 s∆o, respectivamente: 0,1583% (mil, quinhentos e oitenta e tràs dÇcimos de milÇsimo por cento), 1,0054 (um inteiro e cinquenta e quatro dÇcimos de milÇsimo) e 0,0000% (zero por cento).";-;31/07/2020;;;;
;Comunicado BCB;jul/20;Comunicado 35.994/20;Divulga o percentual e o limite m†ximo de taxa de juros para os contratos firmados a taxas prefixadas no Émbito do Sistema Financeiro da Habitaá∆o (SFH) com vigància em agosto de 2020.;Habitaá∆o;N∆o;N∆o;N∆o;N∆o;N∆o;"Divulga que:
ˇ
I - o percentual referente Ö remuneraá∆o b†sica dos dep¢sitos de poupanáa de que trata o par†grafo £nico do art. 18-A da Lei nß 8.177, de 1ß de maráo de 1991, com a redaá∆o dada pelo art. 1ß da Lei nß 11.434, de 28 de dezembro de 2006, vigente em agosto de 2020, Ç 0,0000% a.a. (zero por cento ao ano); e
ˇ
II - o limite m†ximo de taxa de juros para os contratos firmados a taxas prefixadas no Émbito do Sistema Financeiro da Habitaá∆o (SFH), vigente em agosto de 2020, Ç 12,0000% a.a. (doze inteiros por cento ao ano).";-;31/07/2020;;;;
;Instruá∆o Normativa BCB;jul/20;Instruá∆o Normativa BCB 1/20;Altera o Leiaute e as Instruá‰es de Preenchimento do documento 3040 - Dados de Risco de CrÇdito, do Sistema de Informaá‰es de CrÇditos (SCR), de que tratam a Circular nß 3.870/2017, e a Carta Circular nß 3.869/2018, tendo em vista as medidas adotadas para o combate dos efeitos da pandemia de Coronav°rus na economia.;Contabilidade;Sim;Sim;Sim;N∆o;Sim;"Entram em vigor, a partir da data-base de agosto de 2020, as novas vers‰es do Leiaute e das Instruá‰es de Preenchimento do documento 3040 - Dados de Risco de CrÇdito, dispon°veis na p†gina do Banco Central do Brasil na internet, no endereáo eletrìnico
https://www.bcb.gov.br/estabilidadefinanceira/scrdoc3040.";O Chefe do Departamento de Monitoramento do Sistema Financeiro (Desig) no uso da atribuiá∆o que lhe confere o art. 23, inciso I, al°nea ?a?, do Regimento Interno do Banco Central do Brasil, anexo Ö Portaria nß 84.287, de 27 de fevereiro de 2015, com base no art. 77, inciso III do referido Regimento, e tendo em vista o disposto na Medida Provis¢ria nß 992, de 16 de julho de 2020, nas Resoluá‰es ns. 4.571, de 26 de maio de 2017, 4.676, de 31 de julho de 2018, 4.837, de 21 de julho de 2020, e 4.838, de 21 de julho de 2020, na Circular nß 3.870, de 19 de dezembro de 2017, e na Carta Circular nß 3.869, de 19 de maráo de 2018,;31/07/2020;;;;
;Comunicado BCB;jul/20;Comunicado 35.997/20;Divulga as condiá‰es de oferta p£blica para a realizaá∆o de operaá‰es de swap para fins de rolagem do vencimento de 01/09/2020.;Swap Cambial;N∆o;N∆o;N∆o;N∆o;N∆o;"O Banco Central, tendo em vista o disposto na Resoluá∆o 2.939 e na Circular 3.099, ambas de 2002, torna p£blico que, das 11:30 Ös 11:40 horas do dia 3 de agosto de 2020, acolher† propostas das instituiá‰es financeiras participantes do m¢dulo Oferta P£blica (Ofpub) para a realizaá∆o de operaá‰es de swap a serem registradas na B3 - Brasil, Bolsa, Balc∆o S.A., nos termos do ""Contrato de Swap Cambial com Ajuste Peri¢dico Baseado em Operaá‰es Compromissadas de Um Dia - SCS"" daquela bolsa.";-;31/07/2020;;;;
;Comunicado BCB;jul/20;Comunicado 35.998/20;Divulga condiá‰es para a realizaá∆o de operaá‰es compromissadas com instituiá‰es financeiras participantes do m¢dulo Oferta P£blica (Ofpub).;Operaá‰es Compromissadas;N∆o;N∆o;N∆o;N∆o;N∆o;Torna p£blico que, das 12:00 Ös 12:30 horas do dia 3 de agosto de 2020, acolher† propostas das instituiá‰es financeiras participantes do m¢dulo Ofpub para a realizaá∆o de operaá‰es de venda de t°tulos p£blicos com compromisso de revenda assumido pela instituiá∆o financeira compradora, admitida a livre movimentaá∆o dos t°tulos.;-;31/07/2020;;;;
;Comunicado BCB;ago/20;"Comunicado 35.999/20

";"Divulga a Taxa B†sica Financeira (TBF), o Redutor ""R"" e a Taxa Referencial (TR) relativos a 31/07/20.";Taxa B†sica Financeira;N∆o;N∆o;N∆o;N∆o;N∆o;"Comunica que a Taxa B†sica Financeira (TBF), o Redutor ""R"" e a Taxa Referencial (TR) relativos ao per°odo de 31.7.2020 a 31.8.2020 s∆o, respectivamente: 0,1512% (mil, quinhentos e doze dÇcimos de milÇsimo por cento), 1,0053 (um inteiro e cinquenta e tràs dÇcimos de milÇsimo) e 0,0000% (zero por cento).";-;;;;;
;Instruá∆o Normativa BCB;ago/20;Instruá∆o Normativa BCB 2/20;Esclarece sobre a identificaá∆o de titulares e de seus representantes para fins de abertura de contas de dep¢sitos.;Conta de Dep¢sito;N∆o;N∆o;N∆o;N∆o;N∆o;"Estabelece que s∆o documentos h†beis para identificaá∆o dos titulares e de seus representantes, inclusive estrangeiros, quaisquer documentos de identificaá∆o reconhecidos pela legislaá∆o em vigor no Pa°s.
A exigància de identificaá∆o de titulares de contas de dep¢sitos e de seus representantes prevista na Resoluá∆o nß 4.753/2019, n∆o impede o reconhecimento da identidade de gànero de pessoas travestis e transexuais, inclusive mediante utilizaá∆o do nome social em cart‰es de acesso a contas e a instrumentos de pagamento.";-;;;;;
;Comunicado BCB;ago/20;Comunicado 36.002/20;Divulga as condiá‰es de oferta p£blica para a realizaá∆o de operaá‰es de swap para fins de rolagem do vencimento de 01/09/2020.;Operaá‰es Compromissadas;N∆o;N∆o;N∆o;N∆o;N∆o;"O Banco Central torna p£blico que, das 11:30 Ös 11:40 horas do dia 4 de agosto de 2020, acolher† propostas das instituiá‰es financeiras participantes do m¢dulo Oferta P£blica (Ofpub) para a realizaá∆o de operaá‰es de swap a serem registradas na B3 - Brasil, Bolsa, Balc∆o S.A., nos termos do ""Contrato de Swap Cambial com Ajuste Peri¢dico Baseado em Operaá‰es Compromissadas de Um Dia - SCS"".";-;;;;;
;Instruá∆o Normativa BCB;ago/20; Instruá∆o Normativa BCB 3/20;Divulga a tabela de serviáos e valores do  Sistema de Informaá‰es Banco Central (Sisbacen), do Sistema de Pagamentos InstantÉneos (SPI) e do Sistema de Transferància de Reservas (STR).;SFN;Sim;Sim;Sim;N∆o;Sim;Fixa nova tabela de serviáos e valores relativas ao ressarcimento de custos com a utilizaá∆o do Sistema de Informaá‰es Banco Central (Sisbacen), com as despesas incorridas pelo Banco Central do Brasil na gest∆o e no monitoramento do Sistema de Transferància de Reservas (STR) e com as despesas do conjunto de sistemas e recursos de tecnologia da informaá∆o do Banco Central do Brasil necess†rios para a operaá∆o do Sistema de Pagamentos InstantÉneos (SPI) e do Diret¢rio de Identificadores de Contas Transacionais (DICT).;;;;;;
